war,tl
"Iini ako. Kon nakasayop ako, igsumbong ako yana ha atubangan han Ginoo ngan han hadi nga iya ginpili. May ginkawatan ko ba hin baka o asno? May-ada ko ba ginlimbongan o ginraogdaog? May-ada ba naghukip ha akon? Kon nabuhat ko in bisan ano hini nga mga butang, babayaran ko an akon nakuha.”","Narito ako; sumaksi kayo laban sa akin sa harap ng Panginoon , at sa harap ng kanyang binuhusan ng langis. Kaninong baka ang kinuha ko? O kaninong asno ang kinuha ko? O sino ang aking dinaya? Sino ang aking inapi? O kaninong kamay ako kumuha ng suhol upang bulagin niyon ang aking mga mata? Sumaksi kayo laban sa akin at aking isasauli sa inyo.”"
"Binmaton an mga tawo, “Waray ka maglimbong o magraogdaog ha amon, waray ka ginkuha ha amon nga bisan ano.”","Kanilang sinabi, “Hindi ka nandaya sa amin, ni inapi kami, ni tumanggap man ng anuman sa kamay ng sinuman.”"
"Binmaton hi Samuel, “Yana nga adlaw mga testigo an Ginoo ngan an hadi nga iya ginpili nga waray kamo makaagi hin sala dinhe ha akon.”","At sinabi niya sa kanila, “Ang Panginoon ay saksi laban sa inyo at ang kanyang binuhusan ng langis ay saksi sa araw na ito na hindi kayo nakatagpo ng anuman sa aking kamay.” At kanilang sinabi, “Siya'y saksi.”"
"“Oo, saksi namon an Ginoo ,” binmaton hira.","At sinabi ni Samuel sa bayan, “Ang Panginoon ang siyang humirang kina Moises at Aaron at siyang naglabas sa inyong mga ninuno mula sa lupain ng Ehipto."
"Nagpadayon hi Samuel, “An Ginoo amo an nagpili kanda Moises ug Aaron, ngan amo hiya an nagdara han iyo kaapoy-apoyan tikang ha Ehipto.","Ngayon nga'y tumayo kayo, upang ako'y makiusap na kasama ninyo sa harap ng Panginoon tungkol sa lahat ng matuwid na gawa ng Panginoon na kanyang ginawa sa inyo at sa inyong mga ninuno."
"Yana tindog kamo dida han iyo hinmumutangan ngan igsusumbong ko kamo ha atubangan han Ginoo , pinaagi hin pagpahinumdom ha iyo han ngatanan nga ginbuhat han Ginoo hin pagtalwas ha iyo ngan han iyo kaapoy-apoyan.","Nang si Jacob ay makapasok sa Ehipto, at ang inyong mga ninuno ay dumaing sa Panginoon , sinugo ng Panginoon sina Moises at Aaron, na siyang naglabas sa inyong mga ninuno mula sa Ehipto, at pinatira sila sa lugar na ito."
Han pagkadto ha Ehipto ni Jacob ngan han iya panimalay gintalumpigos hira han mga Ehiptohanon. Nagsangpit han Ginoo hin pakibulig an iyo kaapoy-apoyan. Ginsugo niya hira Moises ug Aaron hin pagdara ha ira tikang ha Ehipto ngan ginpahimutang hira dinhe hini nga tuna.,"Ngunit nilimot nila ang Panginoon nilang Diyos. Kanyang ipinagbili sila sa kamay ni Sisera, na pinuno ng hukbo ni Hazor, at sa kamay ng mga Filisteo, at sa kamay ng hari sa Moab; at sila'y nakipaglaban sa kanila."
"Kundi nahingalimot an mga tawo han Ginoo nga ira Dyos, sanglit tinugotan niya an mga Filisteohanon, ngan an hadi han Moab, ngan hi Sisera nga kapitan han kasondalohan han syudad han Hazor hin pakiaway ngan pagpirde han iyo kaapoy-apoyan.","Sila'y dumaing sa Panginoon at nagsabi, ‘Kami ay nagkasala, sapagkat tinalikuran namin ang Panginoon at naglingkod kami sa mga Baal at sa mga Astarot; ngunit ngayo'y iligtas mo kami sa kamay ng aming mga kaaway at kami ay maglilingkod sa iyo.’"
"Niyan nagsangpit hira han Ginoo hin pakibulig, ngan nagsiring, ‘Nakasala kami kay binmaya kami ha imo, O Ginoo , ngan nagsingba kami han mga diyosdiyos nira Baal ug Astarte. Talwasa kami tikang han amon mga kaaway, ngan magsisingba kami ha imo!’","Kaya't isinugo ng Panginoon sina Jerubaal, Bedan, Jefta, at si Samuel, at iniligtas kayo sa kamay ng inyong mga kaaway sa bawat dako, at kayo'y nanirahang tiwasay."
"Ngan ginpadara han Ginoo hi Gideon, sunod hi Barak, sunod hi Jefte, ngan ha kataposan hi ako. Gintalwas kamo namon ha iyo mga kaaway, ngan nag-ukoy kamo hin waray kataragman.","Nang makita ninyo na si Nahas na hari ng mga anak ni Ammon ay dumating laban sa inyo, ay inyong sinabi sa akin, ‘Hindi, kundi isang hari ang maghahari sa amin;’ bagaman ang Panginoon ninyong Diyos ay siya ninyong hari."
"Kundi han pakakita niyo nga tisurulong ha iyo hi Hadi Nahas han Amon, iyo ginsalikway nga hadi an Ginoo ngan nagsiring kamo ha akon, ‘Karuyag namon in usa nga hadi nga magmamangulo ha amon.’","Ngayon nga'y masdan ninyo ang hari na inyong pinili, na siya ninyong hiningi: at, tingnan ninyo, nilagyan kayo ng Panginoon sa inyo ng isang hari."
"“Yana iini na an hadi nga iyo ginpili; gin-aro hiya niyo, ngan yana iginhatag na hiya han Ginoo ngada ha iyo.","Kung kayo'y matatakot sa Panginoon , maglilingkod sa kanya, makikinig sa kanyang tinig, at hindi maghihimagsik laban sa utos ng Panginoon , at kung kayo at ang hari na naghahari sa inyo ay magiging masunurin sa Panginoon ninyong Diyos, ito ay magiging mabuti."
"Maghihingaupay kamo kon pagtahoron niyo an Ginoo nga iyo Dyos, mag-alagad kamo ha iya, mamati ha iya, ngan magsugot han iya mga sugo, ngan kon magsunod kamo ha iya sugad man an iyo hadi.","Ngunit kung hindi ninyo papakinggan ang tinig ng Panginoon , kundi maghihimagsik kayo laban sa utos ng Panginoon , ay magiging laban sa inyo ang kamay ng Panginoon gaya ng sa inyong mga ninuno."
"Kon diri kamo mamati han Ginoo kundi sumupak lugod han iya mga sugo, makontra hiya ha iyo ngan han iyo hadi.",Ngayon ay tumahimik kayo at tingnan ninyo ang dakilang bagay na ito na gagawin ng Panginoon sa harap ng inyong mga paningin.
Sanglit tindog kamo dida han iyo hinmumutangan ngan makita kamo han magpaaramdok nga butang nga bubuhaton han Ginoo .,Hindi ba pag-aani ng trigo ngayon? Ako'y tatawag sa Panginoon upang siya'y magpadala ng kulog at ulan; at inyong malalaman at makikita na napakalaki ang kasamaan na inyong ginawa sa paningin ng Panginoon sa paghingi ninyo para sa inyong sarili ng isang hari.”
"Kathuraw yana, di ba? Kundi mag-aampo ako, ngan magpapadara an Ginoo hin dalugdog ngan uran. Kon mahinabo ini, tigaman ini nga nakabuhat kamo hin dako nga sala kontra han Ginoo han pag-aro niyo ha iya hin usa nga hadi.”",Kaya't tumawag si Samuel sa Panginoon at ang Panginoon ay nagpadala ng kulog at ulan nang araw na iyon. Ang buong bayan ay lubhang natakot sa Panginoon at kay Samuel.
"Sanglit nag-ampo hi Samuel, ngan hito ngahaw nga adlaw nagpadara an Ginoo hin dalugdog ug uran. Niyan nahadlok an ngatanan nga mga tawo han Ginoo ngan kan Samuel,","Sinabi ng buong bayan kay Samuel, “Ipanalangin mo ang iyong mga lingkod sa Panginoon mong Diyos upang huwag kaming mamatay; sapagkat aming idinagdag sa lahat ng aming mga kasalanan ang kasamaan ng paghingi para sa amin ng isang hari.”"
"ngan nagsiring hira kan Samuel, “Ig-ampo gad kami ngadto han Ginoo nga imo Dyos, basi diri kami magkamatay. Maaram na kami yana nga labot la han iba nga mga sala namon, nakasala kami pinaagi hin pag-aro hin usa nga hadi.”","At sinabi ni Samuel sa bayan, “Huwag kayong matakot, tunay na inyong ginawa ang buong kasamaang ito; gayunma'y huwag kayong lumihis mula sa pagsunod sa Panginoon , kundi kayo'y maglingkod nang buong puso sa Panginoon ."
"“Ayaw kamo kahadlok,” binmaton hi Samuel. “Bisan kon ginbuhat niyo in sugad kamaraot nga butang, ayaw kamo pagbaya han Ginoo , kundi pag-alagad kamo ha iya ha bug-os niyo nga kinasingkasing.","Huwag kayong bumaling sa pagsunod sa mga bagay na walang kabuluhan na hindi magbibigay ng pakinabang o makapagliligtas, sapagkat ang mga iyon ay walang kabuluhan."
"Ayaw na kamo pagsunod hin diri matuod nga kadiyosan; diri ini makakabulig o makakatalwas ha iyo, kay diri ini matuod.","Sapagkat hindi itatakuwil ng Panginoon ang kanyang bayan alang-alang sa kanyang dakilang pangalan, sapagkat kinalugdan ng Panginoon na gawin kayong bayan para sa kanya."
"Nagsumpa an Ginoo nga diri kamo igsasalikway niya, kay naglarang na hiya hin paghimo ha iyo nga iya kalugaringon nga mga tawo.","Bukod dito, sa ganang akin, huwag nawang mangyari sa akin na ako'y magkasala laban sa Panginoon sa paghinto ng pananalangin para sa inyo, kundi ituturo ko sa inyo ang mabuti at matuwid na daan."
"Para ha akon, diri unta itugot han Ginoo nga makasala ako kontra ha iya pinaagi hin diri na pag-ampo para ha iyo. Igtututdo ko lugod ha iyo kon ano an maupay ngan matadong nga iyo bubuhaton.","Matakot lamang kayo sa Panginoon , at maglingkod kayo nang tapat sa kanya ng inyong buong puso. Alalahanin ninyo ang mga dakilang bagay na kanyang ginawa sa inyo."
Sugta niyo an Ginoo ngan alagda hiya niyo nga matinumanon ngan ha bug-os nga kinasingkasing. Hinumdomi an dagko nga mga butang nga iya ginbuhat para ha iyo.,"Ngunit kung kayo'y gagawa pa rin ng kasamaan, kayo at ang inyong hari ay mapupuksa.”"
"Nagpili hi Saul hin tulo ka yukot nga kalalaken-an, nga ginbilin niya an duha ka yukot nga kaupod niya didto ha Micmas ngan didto han sagkahon nga tuna han Betel, ngan an usa ka yukot ginpaupod niya kan Jonatan nga iya anak ngadto ha Gabaa, didto han katunaan han tribo ni Benjamin. Ginpaoli ni Saul an iba nga mga tawo.",Si Saul ay … taong gulang nang siya'y magsimulang maghari; at siya'y naghari ng … at dalawang taon sa Israel.
"Ginpatay ni Jonatan an kapitan nga Filisteohanon didto ha Geba, ngan hinbaroan ini han ngatanan nga mga Filisteohanon. Niyan nagpadara hi Saul hin mga surugoon basi maandam an mga Hebreo hin pagsulong pinaagi hin pagpatunog han trompeta ha bug-os nga nasod.","Pumili si Saul ng tatlong libong lalaki sa Israel. Ang dalawang libo ay kasama ni Saul sa Mikmas at sa maburol na lupain ng Bethel, at ang isang libo ay kasama ni Jonathan sa Gibea ng Benjamin. Ang nalabi sa mga tao ay pinauwi niya, bawat isa sa kanyang tolda."
Ginsumatan an ngatanan nga mga Israelita nga ginpatay ni Saul an kapitan nga Filisteohanon ngan nagdudumot ha ira an mga Filisteohanon. Sanglit napakadto an mga tawo hin pagtampo kan Saul didto ha Gilgal.,"Ginapi ni Jonathan ang tanggulan ng mga Filisteo na nasa Geba at ito ay nabalitaan ng mga Filisteo. At hinipan ni Saul ang trumpeta sa buong lupain, na sinasabi, “Makinig ang mga Hebreo.”"
"Nagtirok an mga Filisteohanon hin pakig-away han mga Israelita; may nira 30,000 nga mga karuwahe, 6,000 nga mga dikabayo nga mga sondalo, ngan mga sondalo nga sugad kadamo han baras ha baybayon. Kinmadto hira ha Micmas ha sinirangan han Betaben, ngan nagkampo hira didto.","At narinig ng buong Israel na nagapi ni Saul ang tanggulan ng mga Filisteo, at ang Israel naman ay naging kasuklamsuklam sa mga Filisteo. At ang taong-bayan ay tinawagan upang sumanib kay Saul sa Gilgal."
"Niyan ginsulong nira an mga Israelita, ngan makuri an kamutangan han mga Israelita kay ginlibotan hira. Nanago an iba nga mga Israelita didto hin mga lungib ngan mga buho o didto hin mga kababtoan, o hin mga luong ngan mga atabay;","Ang mga Filisteo ay nagtipun-tipon upang lumaban sa Israel, tatlumpung libong karwahe at anim na libong mangangabayo, at ang hukbo ay gaya ng buhangin sa baybayin ng dagat sa dami; at sila'y umahon at humimpil sa Mikmas sa silangan ng Bet-haven."
tinmabok an iba han salog Jordan ngadto han katunaan han Gad ug Galaad.,"Nang makita ng mga kalalakihan ng Israel na sila'y nasa kagipitan, (sapagkat ang taong-bayan ay naiipit) ang taong-bayan ay nagkubli sa mga yungib, mga lungga, batuhan, mga libingan, at sa mga balon."
Nakadto pa hi Saul ha Gilgal. Nangungurog hin kahadlok an mga tawo nga kaupod niya.,Ang iba sa mga Hebreo ay tumawid sa Jordan patungo sa lupain ng Gad at ng Gilead; ngunit si Saul ay nasa Gilgal at ang buong bayan ay sumunod sa kanya na nanginginig.
"Naghinulat hiya kan Samuel sulod hin pito ka adlaw, sumala han tugon ni Samuel ha iya, kundi waray gihapon umabot hi Samuel ngadto ha Gilgal. Nagtikang na hin pagbaya kan Saul an mga tawo,",Siya'y naghintay ng pitong araw ayon sa panahong itinakda ni Samuel; ngunit si Samuel ay hindi dumating sa Gilgal; at ang taong-bayan ay nagsimulang humiwalay kay Saul.
"sanglit nagsiring hiya ha ira, “Dad-a niyo ngadi ha akon an mga halad nga tinubod ngan an mga halad hin pagkadait.” Naghalad hiya,","Kaya't sinabi ni Saul, “Dalhin dito sa akin ang handog na susunugin, at ang handog pangkapayapaan.” At kanyang inialay ang handog na sinusunog."
"ngan han tikahuruman na hiya, inmabot hi Samuel. Ginmawas hi Saul hin pagtapo ha iya,","Pagkatapos niyang maialay ang handog na sinusunog, si Samuel ay dumating. Lumabas si Saul upang salubungin siya at batiin."
"kundi nagsiring hi Samuel, “Ano an imo ginbuhat?”","Sinabi ni Samuel, “Anong ginawa mo?” At sinabi ni Saul, “Nang aking makita na ang taong-bayan ay humihiwalay sa akin, at hindi ka dumating sa loob ng mga takdang araw, at ang mga Filisteo ay nagkatipon sa Mikmas;"
"Binmaton hi Saul, “Binayaan ako han mga tawo, ngan waray ka pa man aabot sumala han imo siring. Labot pa hito, nagkatirok na an mga Filisteohanon didto ha Micmas.","ay aking sinabi, ‘Ngayo'y lulusungin ako ng mga Filisteo sa Gilgal, at hindi ko pa nahihingi ang biyaya ng Panginoon ;’ kaya't pinilit ko ang aking sarili at inialay ko ang handog na sinusunog.”"
"Sanglit naghunahuna ako, ‘Susulongon ako han mga Filisteohanon dinhe ha Gilgal, ngan waray pa ako makalipay han Ginoo .’ Sanglit nakahunahuna ako hin paghalad ha iya.”","Sinabi ni Samuel kay Saul, “Kahangalan ang ginagawa mo. Hindi mo tinupad ang utos ng Panginoon mong Diyos na iniutos niya sa iyo. Ngayo'y itinatag sana ng Panginoon ang iyong kaharian sa Israel magpakailanman."
"Binmaton hi Samuel, “Tinuyaw ito nga buhat. Waray mo pagtumana an iginsugo ha imo han Ginoo nga imo Dyos. Kon nagsugot ka la, tinutugotan unta niya ikaw ngan an imo mga tulin hin paghadi han Israel ha kadayonan.","Ngunit ngayon ay hindi na magpapatuloy ang iyong kaharian. Ang Panginoon ay humanap na ng isang lalaking ayon sa kanyang sariling puso, at itinalaga siya ng Panginoon upang maging pinuno sa kanyang bayan, sapagkat hindi mo tinupad ang iniutos ng Panginoon sa iyo.”"
"Kundi yana diri magpapadayon an imo paghadi. Tungod nga sinmupak ka ha iya, magbibiling an Ginoo han tawo nga iya karuyag igliwan ha imo hin paghadi han iya mga tawo.”","Tumindig si Samuel at umahon mula sa Gilgal patungo sa Gibea ng Benjamin. Binilang ni Saul ang mga taong kasama niya, may animnaraang lalaki."
"Binmaya hi Samuel han Gilgal ngan nagpadayon han iya paglakat. An iba han mga tawo sinmunod kan Saul han pakigtampo niya han iya mga sondalo. Tikang ha Gilgal kinmadto hira ha Gabaa, didto han katunaan ni Benjamin. Gin-usisa ni Saul an iya mga sondalo nga mga unom nala ka gatos ka tawo.","Si Saul, si Jonathan na kanyang anak, at ang mga taong kasama nila ay tumigil sa Geba ng Benjamin; ngunit ang mga Filisteo ay humimpil sa Mikmas."
"Nagkampo hira Saul, Jonatan nga iya anak, ngan an iya mga tawo didto ha Geba, didto han katunaan ni Benjamin; nakadto ha Micmas an kampo han mga Filisteohanon.","At ang mga mananalakay ay lumabas na tatlong pangkat sa kampo ng mga Filisteo. Ang isang pangkat ay lumiko sa daang patungo sa Ofra, na patungo sa lupain ng Sual."
"Tikang han ira kampo sinmulong in tulo ka hugpo nga mga sondalo nga Filisteohanon; nagtipakadto an usa ka hugpo ha Ofra, didto han katunaan han Sual,","Ang isa pang pangkat ay lumiko sa daang patungo sa Bet-horon, at ang isang pangkat ay lumiko sa hangganan na palusong sa libis ng Zeboim patungo sa ilang."
"nagtipakadto in lain nga hugpo ha Betoron, ngan an ikatulo nagtipakadto han pag-ultan nga natangbo han Kahamub-an han Zeboim ngan han kamingawan.","Noon ay walang panday na matagpuan sa buong lupain ng Israel, sapagkat sinasabi ng mga Filisteo, “Baka ang mga Hebreo ay gumawa ng kanilang mga tabak o mga sibat;”"
Waray pa hadto mga panday hin puthaw didto ha Israel kay waray tugoti han mga Filisteohanon an mga Hebreo hin paghimo hin mga espada ngan hin mga bangkaw. (,"ngunit nilusong ng lahat ng mga Israelita ang mga Filisteo upang ihasa ng bawat lalaki ang kanyang pang-araro, asarol, palakol, at piko;"
"Napakadto ha mga Filisteohanon an mga Israelita kon nagpapabaid hira han ira mga arado, mga piko, mga parakol, ngan mga garab;","gayunma'y mayroon silang pangkikil para sa mga piko, asarol, kalaykay, at sa mga palakol, at panghasa ng mga panundot."
"usa la ka salapi an bayad hin pagbaid hin parakol ngan hin pag-ayad hin tugsok, ngan duha la ka salapi an bayad hin pagbaid hin arado o piko.)",Kaya't sa araw ng paglalaban ay wala kahit tabak o sibat mang matatagpuan sa kamay ng sinuman sa mga taong kasama nina Saul at Jonathan. Sina Saul at Jonathan na kanyang anak lamang ang mayroon ng mga ito.
Sanglit dida han adlaw han araway waray mga espada o mga bangkaw an mga sondalo nga Israelita labot la kan Saul ngan kan Jonatan nga iya anak.,At ang pulutong ng mga Filisteo ay lumabas patungo sa lagusan ng Mikmas.
"Usa ka adlaw ginsiring ni Jonatan an batan-on nga lalake nga paradara han iya mga hinganiban, “Tabok kita ngadto han kampo han mga Filisteohanon.” Kundi waray pagsumati ni Jonatan hi Saul nga iya amay","Isang araw, sinabi ni Jonathan na anak ni Saul sa kabataang tagadala ng kanyang sandata, “Halika at tayo'y dumaan sa himpilan ng mga Filisteo na nasa kabilang ibayo.” Ngunit hindi niya ipinagbigay-alam sa kanyang ama."
nga nagkampo didto ha sirong hin kahoy nga granada ha Migron nga diri harayo tikang ha Gabaa; may upod niya nga mga 600 ka tawo.,"Si Saul ay namamalagi sa mga karatig-pook ng Gibea sa ilalim ng puno ng granada na nasa Migron. Ang mga taong kasama niya ay may animnaraang lalaki,"
(Hi Ahias amo an padi nga nakakasul-ot han efod. Anak hiya ni Ahitob nga bugto ni Icabod nga anak ni Pinehas ngan apo ni Eli nga padi han Ginoo didto ha Silo.) Waray kalibutan an mga tawo nga linmakat hi Jonatan.,"at si Achias na anak ni Achitob, na kapatid ni Icabod, na anak ni Finehas, na anak ni Eli, na pari ng Panginoon sa Shilo, na may suot na efod. Hindi nalalaman ng taong-bayan na si Jonathan ay nakaalis na."
"Didto han Aragian han Micmas nga aagian ni Jonatan hin pagkadto han kampo han mga Filisteohanon, may-ada duha nga dagko nga magtarom nga mga bato, paluyo han aragian: gintawag nga Boses an usa ngan Sene an ikaduha.",Sa pagitan ng mga lagusan na pinagsikapan ni Jonathan na daanan tungo sa himpilan ng mga Filisteo ay mayroong isang batong maraming tulis sa isang dako at isang batong maraming tulis sa kabilang dako. Ang pangalan ng isa ay Boses at ang pangalan ng isa pa ay Sene.
"Nakadto an usa ha amihanan nga naatubang han Micmas, ngan an ikaduha ha timogan nga naatubang han Geba.","Ang isang tulis ay pataas sa hilaga sa tapat ng Mikmas, at ang isa ay sa timog sa tapat ng Geba."
"Ginsiring ni Jonatan an batan-on nga lalake, “Tabok kita ngadto han kampo hito nga pagano nga mga Filisteohanon. Bangin pa buligan kita han Ginoo ; kon buligan kita niya, waray makakapugong ha iya hin paghatag ha aton han pagdarag-an, bisan kon diri damo kita.”","Sinabi ni Jonathan sa kabataang tagadala ng kanyang sandata, “Halika at tayo ay dumaan sa himpilan ng mga hindi tuling ito. Marahil ang Panginoon ay tutulong sa atin sapagkat walang makakahadlang sa Panginoon na magligtas sa pamamagitan ng marami o ng kaunti.”"
